analysis,gene_type,cell_type,value
Neural Network,Basophil Prog Genes,Basophil,0.73
Neural Network,Basophil Prog Genes,Basophil,0.59
Neural Network,Basophil Prog Genes,Basophil,0.77
Neural Network,Basophil Prog Genes,Basophil,0.69
Neural Network,Basophil Prog Genes,Basophil,0.72
Neural Network,Basophil Prog Genes,Basophil,0.63
Neural Network,Basophil Prog Genes,Basophil,0.73
Neural Network,Basophil Prog Genes,Basophil,0.67
Neural Network,Basophil Prog Genes,Basophil,0.73
Neural Network,Basophil Prog Genes,Basophil,0.73
Neural Network,Basophil Prog Genes,Basophil,0.68
Neural Network,Basophil Prog Genes,Basophil,0.75
Neural Network,Basophil Prog Genes,Basophil,0.77
Neural Network,Basophil Prog Genes,Basophil,0.7
Neural Network,Basophil Prog Genes,Basophil,0.74
Neural Network,Basophil Prog Genes,Basophil,0.73
Neural Network,Basophil Prog Genes,Basophil,0.76
Neural Network,Basophil Prog Genes,Basophil,0.74
Neural Network,Basophil Prog Genes,Basophil,0.68
Neural Network,Basophil Prog Genes,Basophil,0.64
Neural Network,Basophil Prog Genes,Basophil,0.66
Neural Network,Basophil Prog Genes,Basophil,0.74
Neural Network,Basophil Prog Genes,Basophil,0.61
Neural Network,Basophil Prog Genes,Basophil,0.66
Neural Network,Basophil Prog Genes,Basophil,0.67
Neural Network,Basophil Prog Genes,Neutrophil,0.73
Neural Network,Basophil Prog Genes,Neutrophil,0.77
Neural Network,Basophil Prog Genes,Neutrophil,0.71
Neural Network,Basophil Prog Genes,Neutrophil,0.76
Neural Network,Basophil Prog Genes,Neutrophil,0.69
Neural Network,Basophil Prog Genes,Neutrophil,0.69
Neural Network,Basophil Prog Genes,Neutrophil,0.68
Neural Network,Basophil Prog Genes,Neutrophil,0.72
Neural Network,Basophil Prog Genes,Neutrophil,0.78
Neural Network,Basophil Prog Genes,Neutrophil,0.68
Neural Network,Basophil Prog Genes,Neutrophil,0.7
Neural Network,Basophil Prog Genes,Neutrophil,0.74
Neural Network,Basophil Prog Genes,Neutrophil,0.69
Neural Network,Basophil Prog Genes,Neutrophil,0.73
Neural Network,Basophil Prog Genes,Neutrophil,0.81
Neural Network,Basophil Prog Genes,Neutrophil,0.66
Neural Network,Basophil Prog Genes,Neutrophil,0.78
Neural Network,Basophil Prog Genes,Neutrophil,0.77
Neural Network,Basophil Prog Genes,Neutrophil,0.68
Neural Network,Basophil Prog Genes,Neutrophil,0.7
Neural Network,Basophil Prog Genes,Neutrophil,0.73
Neural Network,Basophil Prog Genes,Neutrophil,0.74
Neural Network,Basophil Prog Genes,Neutrophil,0.78
Neural Network,Basophil Prog Genes,Neutrophil,0.72
Neural Network,Basophil Prog Genes,Neutrophil,0.72
Neural Network,Basophil Prog Genes,Neutrophil,0.69
Neural Network,Basophil Prog Genes,Neutrophil,0.71
Neural Network,Basophil Prog Genes,Neutrophil,0.75
Neural Network,Basophil Prog Genes,Neutrophil,0.7
Neural Network,Basophil Prog Genes,Neutrophil,0.72
Neural Network,Basophil Prog Genes,Neutrophil,0.69
Neural Network,Basophil Prog Genes,Neutrophil,0.74
Neural Network,Basophil Prog Genes,Neutrophil,0.76
Neural Network,Basophil Prog Genes,Neutrophil,0.75
Neural Network,Basophil Prog Genes,Neutrophil,0.72
Neural Network,Basophil Prog Genes,Neutrophil,0.74
Neural Network,Basophil Prog Genes,Neutrophil,0.72
Neural Network,Basophil Prog Genes,Neutrophil,0.74
Neural Network,Basophil Prog Genes,Neutrophil,0.73
Neural Network,Basophil Prog Genes,Neutrophil,0.76
Neural Network,Basophil Prog Genes,Neutrophil,0.74
Neural Network,Basophil Prog Genes,Neutrophil,0.75
Neural Network,Basophil Prog Genes,Neutrophil,0.72
Neural Network,Basophil Prog Genes,Neutrophil,0.77
Neural Network,Basophil Prog Genes,Neutrophil,0.73
Neural Network,Basophil Prog Genes,Neutrophil,0.71
Neural Network,Basophil Prog Genes,Neutrophil,0.77
Neural Network,Basophil Prog Genes,Neutrophil,0.75
Neural Network,Basophil Prog Genes,Neutrophil,0.71
Neural Network,Basophil Prog Genes,Neutrophil,0.75
Neural Network,B Cell Prog Genes,Basophil,0.51
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.73
Neural Network,B Cell Prog Genes,Basophil,0.6
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.71
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.0
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.52
Neural Network,B Cell Prog Genes,Basophil,0.55
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.73
Neural Network,B Cell Prog Genes,Basophil,0.75
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.58
Neural Network,B Cell Prog Genes,Basophil,0.58
Neural Network,B Cell Prog Genes,Basophil,0.57
Neural Network,B Cell Prog Genes,Basophil,0.71
Neural Network,B Cell Prog Genes,Basophil,0.75
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.56
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.73
Neural Network,B Cell Prog Genes,Basophil,0.56
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.51
Neural Network,B Cell Prog Genes,Basophil,0.73
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.6
Neural Network,B Cell Prog Genes,Basophil,0.71
Neural Network,B Cell Prog Genes,Basophil,0.71
Neural Network,B Cell Prog Genes,Basophil,0.71
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.6
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.6
Neural Network,B Cell Prog Genes,Basophil,0.71
Neural Network,B Cell Prog Genes,Basophil,0.57
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.73
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.74
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.56
Neural Network,B Cell Prog Genes,Basophil,0.58
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.6
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.53
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.75
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.72
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.73
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.71
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.59
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.59
Neural Network,B Cell Prog Genes,Basophil,0.52
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.71
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.73
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.74
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.6
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.75
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.56
Neural Network,B Cell Prog Genes,Basophil,0.53
Neural Network,B Cell Prog Genes,Basophil,0.42
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.58
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.55
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.6
Neural Network,B Cell Prog Genes,Basophil,0.57
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.55
Neural Network,B Cell Prog Genes,Basophil,0.58
Neural Network,B Cell Prog Genes,Basophil,0.74
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.74
Neural Network,B Cell Prog Genes,Basophil,0.71
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.73
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.75
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.58
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.57
Neural Network,B Cell Prog Genes,Basophil,0.73
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.71
Neural Network,B Cell Prog Genes,Basophil,0.58
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.57
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.75
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.57
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.52
Neural Network,B Cell Prog Genes,Basophil,0.48
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.73
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.59
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.57
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.76
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.58
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.58
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.72
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.58
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.6
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.55
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.59
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.74
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.72
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.8
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.56
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.59
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.74
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.75
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.55
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.6
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.73
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.78
Neural Network,B Cell Prog Genes,Basophil,0.56
Neural Network,B Cell Prog Genes,Basophil,0.71
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.58
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.45
Neural Network,B Cell Prog Genes,Basophil,0.58
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.56
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.59
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.73
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.58
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.56
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.71
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.59
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.6
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.81
Neural Network,B Cell Prog Genes,Basophil,0.72
Neural Network,B Cell Prog Genes,Basophil,0.55
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.57
Neural Network,B Cell Prog Genes,Basophil,0.54
Neural Network,B Cell Prog Genes,Basophil,0.58
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.74
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.72
Neural Network,B Cell Prog Genes,Basophil,0.77
Neural Network,B Cell Prog Genes,Basophil,0.72
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.66
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.72
Neural Network,B Cell Prog Genes,Basophil,0.6
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.53
Neural Network,B Cell Prog Genes,Basophil,0.59
Neural Network,B Cell Prog Genes,Basophil,0.58
Neural Network,B Cell Prog Genes,Basophil,0.76
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.6
Neural Network,B Cell Prog Genes,Basophil,0.6
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.72
Neural Network,B Cell Prog Genes,Basophil,0.59
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.51
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.59
Neural Network,B Cell Prog Genes,Basophil,0.74
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.6
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.6
Neural Network,B Cell Prog Genes,Basophil,0.54
Neural Network,B Cell Prog Genes,Basophil,0.74
Neural Network,B Cell Prog Genes,Basophil,0.72
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.59
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.71
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.58
Neural Network,B Cell Prog Genes,Basophil,0.72
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.58
Neural Network,B Cell Prog Genes,Basophil,0.76
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.6
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.69
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.72
Neural Network,B Cell Prog Genes,Basophil,0.74
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.65
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.78
Neural Network,B Cell Prog Genes,Basophil,0.71
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.59
Neural Network,B Cell Prog Genes,Basophil,0.77
Neural Network,B Cell Prog Genes,Basophil,0.56
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.53
Neural Network,B Cell Prog Genes,Basophil,0.55
Neural Network,B Cell Prog Genes,Basophil,0.74
Neural Network,B Cell Prog Genes,Basophil,0.53
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.76
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.56
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.72
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.6
Neural Network,B Cell Prog Genes,Basophil,0.63
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.6
Neural Network,B Cell Prog Genes,Basophil,0.59
Neural Network,B Cell Prog Genes,Basophil,0.53
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Basophil,0.61
Neural Network,B Cell Prog Genes,Basophil,0.68
Neural Network,B Cell Prog Genes,Basophil,0.67
Neural Network,B Cell Prog Genes,Basophil,0.64
Neural Network,B Cell Prog Genes,Basophil,0.59
Neural Network,B Cell Prog Genes,Basophil,0.71
Neural Network,B Cell Prog Genes,Basophil,0.7
Neural Network,B Cell Prog Genes,Basophil,0.62
Neural Network,B Cell Prog Genes,Neutrophil,0.69
Neural Network,B Cell Prog Genes,Neutrophil,0.71
Neural Network,B Cell Prog Genes,Neutrophil,0.72
Neural Network,B Cell Prog Genes,Neutrophil,0.73
Neural Network,B Cell Prog Genes,Neutrophil,0.65
Neural Network,B Cell Prog Genes,Neutrophil,0.76
Neural Network,B Cell Prog Genes,Neutrophil,0.79
Neural Network,B Cell Prog Genes,Neutrophil,0.76
