analysis,gene_type,cell_type,value
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.66
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.64
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.62
Logistic Regression,MEP Prog Genes,Neutrophil,0.65
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.78
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.67
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.64
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.67
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.79
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.64
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.67
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.66
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.77
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.64
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.66
Logistic Regression,MEP Prog Genes,Neutrophil,0.66
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.66
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.67
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.8
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.65
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.67
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.66
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.66
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.66
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.79
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.77
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.77
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.77
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.77
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.78
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.66
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.77
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.77
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.67
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.67
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.67
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.67
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.67
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.67
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.66
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.66
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.67
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.67
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.79
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.79
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.66
Logistic Regression,MEP Prog Genes,Neutrophil,0.78
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.79
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.67
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.75
Logistic Regression,MEP Prog Genes,Neutrophil,0.77
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.72
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.7
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.71
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.74
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.68
Logistic Regression,MEP Prog Genes,Neutrophil,0.76
Logistic Regression,MEP Prog Genes,Neutrophil,0.73
Logistic Regression,MEP Prog Genes,Neutrophil,0.69
Neural Network,Basophil Prog Genes,Basophil,0.66
Neural Network,Basophil Prog Genes,Basophil,0.74
Neural Network,Basophil Prog Genes,Basophil,0.71
Neural Network,Basophil Prog Genes,Basophil,0.69
Neural Network,Basophil Prog Genes,Basophil,0.62
Neural Network,Basophil Prog Genes,Basophil,0.64
Neural Network,Basophil Prog Genes,Basophil,0.77
Neural Network,Basophil Prog Genes,Basophil,0.79
Neural Network,Basophil Prog Genes,Basophil,0.66
Neural Network,Basophil Prog Genes,Basophil,0.74
Neural Network,Basophil Prog Genes,Basophil,0.68
Neural Network,Basophil Prog Genes,Basophil,0.76
Neural Network,Basophil Prog Genes,Basophil,0.64
Neural Network,Basophil Prog Genes,Basophil,0.79
Neural Network,Basophil Prog Genes,Basophil,0.71
Neural Network,Basophil Prog Genes,Basophil,0.72
Neural Network,Basophil Prog Genes,Basophil,0.81
Neural Network,Basophil Prog Genes,Basophil,0.71
Neural Network,Basophil Prog Genes,Basophil,0.68
Neural Network,Basophil Prog Genes,Basophil,0.7
Neural Network,Basophil Prog Genes,Basophil,0.73
Neural Network,Basophil Prog Genes,Basophil,0.69
Neural Network,Basophil Prog Genes,Basophil,0.73
Neural Network,Basophil Prog Genes,Basophil,0.74
Neural Network,Basophil Prog Genes,Basophil,0.76
Neural Network,Basophil Prog Genes,Basophil,0.73
Neural Network,Basophil Prog Genes,Basophil,0.59
Neural Network,Basophil Prog Genes,Basophil,0.77
Neural Network,Basophil Prog Genes,Basophil,0.69
Neural Network,Basophil Prog Genes,Basophil,0.72
Neural Network,Basophil Prog Genes,Basophil,0.63
Neural Network,Basophil Prog Genes,Basophil,0.73
Neural Network,Basophil Prog Genes,Basophil,0.67
Neural Network,Basophil Prog Genes,Basophil,0.73
Neural Network,Basophil Prog Genes,Basophil,0.73
Neural Network,Basophil Prog Genes,Basophil,0.68
Neural Network,Basophil Prog Genes,Basophil,0.75
Neural Network,Basophil Prog Genes,Basophil,0.77
Neural Network,Basophil Prog Genes,Basophil,0.7
Neural Network,Basophil Prog Genes,Basophil,0.74
Neural Network,Basophil Prog Genes,Basophil,0.73
Neural Network,Basophil Prog Genes,Basophil,0.76
Neural Network,Basophil Prog Genes,Basophil,0.74
Neural Network,Basophil Prog Genes,Basophil,0.68
Neural Network,Basophil Prog Genes,Basophil,0.64
Neural Network,Basophil Prog Genes,Basophil,0.66
Neural Network,Basophil Prog Genes,Basophil,0.74
Neural Network,Basophil Prog Genes,Basophil,0.61
Neural Network,Basophil Prog Genes,Basophil,0.66
Neural Network,Basophil Prog Genes,Basophil,0.67
Neural Network,Basophil Prog Genes,Lymphoid,0.67
Neural Network,Basophil Prog Genes,Lymphoid,0.6
Neural Network,Basophil Prog Genes,Lymphoid,0.36
Neural Network,Basophil Prog Genes,Lymphoid,0.4
Neural Network,Basophil Prog Genes,Lymphoid,0.6
Neural Network,Basophil Prog Genes,Lymphoid,0.57
Neural Network,Basophil Prog Genes,Lymphoid,0.63
Neural Network,Basophil Prog Genes,Lymphoid,0.5
Neural Network,Basophil Prog Genes,Lymphoid,0.22
Neural Network,Basophil Prog Genes,Lymphoid,0.17
Neural Network,Basophil Prog Genes,Lymphoid,0.47
Neural Network,Basophil Prog Genes,Lymphoid,0.71
Neural Network,Basophil Prog Genes,Lymphoid,0.33
Neural Network,Basophil Prog Genes,Lymphoid,0.31
Neural Network,Basophil Prog Genes,Lymphoid,0.46
Neural Network,Basophil Prog Genes,Lymphoid,0.8
Neural Network,Basophil Prog Genes,Lymphoid,0.4
Neural Network,Basophil Prog Genes,Lymphoid,0.63
Neural Network,Basophil Prog Genes,Lymphoid,0.74
Neural Network,Basophil Prog Genes,Lymphoid,0.2
Neural Network,Basophil Prog Genes,Lymphoid,0.57
Neural Network,Basophil Prog Genes,Lymphoid,0.59
Neural Network,Basophil Prog Genes,Lymphoid,0.46
Neural Network,Basophil Prog Genes,Lymphoid,0.33
Neural Network,Basophil Prog Genes,Lymphoid,0.5
Neural Network,Basophil Prog Genes,Lymphoid,0.33
Neural Network,Basophil Prog Genes,Lymphoid,0.62
Neural Network,Basophil Prog Genes,Lymphoid,0.61
Neural Network,Basophil Prog Genes,Lymphoid,0.37
Neural Network,Basophil Prog Genes,Lymphoid,0.67
Neural Network,Basophil Prog Genes,Lymphoid,0.44
Neural Network,Basophil Prog Genes,Lymphoid,0.8
Neural Network,Basophil Prog Genes,Lymphoid,0.38
Neural Network,Basophil Prog Genes,Lymphoid,0.67
Neural Network,Basophil Prog Genes,Lymphoid,0.64
Neural Network,Basophil Prog Genes,Lymphoid,0.62
Neural Network,Basophil Prog Genes,Lymphoid,0.47
Neural Network,Basophil Prog Genes,Lymphoid,0.5
Neural Network,Basophil Prog Genes,Lymphoid,0.67
Neural Network,Basophil Prog Genes,Lymphoid,0.57
Neural Network,Basophil Prog Genes,Lymphoid,0.53
Neural Network,Basophil Prog Genes,Lymphoid,0.71
Neural Network,Basophil Prog Genes,Lymphoid,0.5
Neural Network,Basophil Prog Genes,Lymphoid,0.5
Neural Network,Basophil Prog Genes,Lymphoid,0.74
Neural Network,Basophil Prog Genes,Lymphoid,0.46
Neural Network,Basophil Prog Genes,Lymphoid,0.67
